1, 01-02-2025, STAZIONE_NORD, 7.4, 82, 1008, 392
2, 02-02-2025, STAZIONE_NORD, 8.1, 79, 1010, 398
3, 03-02-2025, STAZIONE_NORD, 6.9, 85, 1006, 387
4, 04-02-2025, STAZIONE_NORD, 7.8, 80, 1009, 395
5, 05-02-2025, STAZIONE_NORD, 9.2, 76, 1012, 402
6, 06-02-2025, STAZIONE_CENTRO, 12.5, 68, 1015, 415
7, 07-02-2025, STAZIONE_CENTRO, 13.1, 65, 1017, 420
8, 08-02-2025, STAZIONE_CENTRO, 11.8, 70, 1013, 410
9, 09-02-2025, STAZIONE_CENTRO, 12.9, 66, 1016, 418
10, 10-02-2025, STAZIONE_CENTRO, 14.0, 63, 1018, 425
11, 11-02-2025, STAZIONE_SUD, 16.7, 60, 1020, 430
12, 12-02-2025, STAZIONE_SUD, 17.5, 58, 1022, 438
13, 13-02-2025, STAZIONE_SUD, 18.3, 55, 1023, 445
14, 14-02-2025, STAZIONE_SUD, 17.9, 57, 1021, 440
15, 15-02-2025, STAZIONE_SUD, 19.1, 53, 1024, 452
16, 16-02-2025, STAZIONE_EST, 10.4, 74, 1011, 405
17, 17-02-2025, STAZIONE_EST, 11.2, 71, 1013, 412
18, 18-02-2025, STAZIONE_EST, 9.8, 77, 1009, 398
19, 19-02-2025, STAZIONE_EST, 10.9, 73, 1012, 407
20, 20-02-2025, STAZIONE_EST, 12.0, 69, 1014, 415
21, 21-02-2025, STAZIONE_OVEST, 5.6, 88, 1002, 375
22, 22-02-2025, STAZIONE_OVEST, 6.3, 85, 1004, 382
23, 23-02-2025, STAZIONE_OVEST, 4.9, 90, 999, 368
24, 24-02-2025, STAZIONE_OVEST, 5.8, 87, 1001, 374
25, 25-02-2025, STAZIONE_OVEST, 7.0, 83, 1006, 388
26, 26-02-2025, STAZIONE_MONTAGNA, -1.0, 92, 995, 360
27, 27-02-2025, STAZIONE_MONTAGNA, 0.5, 89, 998, 368
28, 28-02-2025, STAZIONE_MONTAGNA, -2.0, 94, 992, 355
29, 01-03-2025, STAZIONE_MONTAGNA, -0.5, 91, 996, 362
30, 02-03-2025, STAZIONE_MONTAGNA, 1.5, 87, 1000, 370
